"","predicted","adjacentschool","parkinglotc","parkinglotb","altparking","bikeracks","segments","Walkscore","LICOATda","SamplingQuadrant","sidewalkboth","sidewalkbothperc","sidewalkone","sidewalkoneperc","parkingsignboth","parkingsignbothperc","parkingsignone","parkingsignoneperc","mountableboth","mountablebothperc","mountableone","mountableoneperc","speedlimitsign","speedlimitsignperc","speedlimit40","speedlimit40perc","speedlimit30","speedlimit30perc","marking","markingperc","obstructions","obstructionsperc","dropoffc","dropoffcperc","dropoffb","dropoffbperc","publicspaces","publicspacesperc","graffiti","graffitiperc","garbage","garbageperc","entrance","entranceperc","device","deviceperc","bikeinfra","bikeinfraperc","enrolment","DanBehaCongestion","DanBehaAdultCrossG","DanBehaChildCrossG","DanBehaDrivDoublePark","DanBehaDrivDropOffOppSide","DanBehaDrivBlockView","DanBehaDrivParkBlock","DanBehaDrivNotFollControls","DanBehaDrivBackUp","DanBehaDrivTexting","DanBehaDrivPhone","DanBehaDrivUTurn","DanBehaTruck","DanBehaPedNotFolControlsA","DanBehaPedNotFolControlsC","DanBehaPedNotFolCrossGA","DanBehaPedNotFolCrossGC","DanBehaPedJayWalkA","DanBehaPedJayWalkC","DanBehaPedDeviceA","DanBehaPedDeviceC","DanBehaPedBetParkCarsA","DanBehaPedBetParkCarsC","ActLivClassEnv","CHASEYEAR","City","SUMIntersection","NbrTrafSignals","NbrCrossingGuard","NbrSchools","ShapeAreakm","Highwaykm","MinorRoadkm","MajorRoadkm","roadcovkm","SumComkm","SumGouvkm","SumOpenAreakm","SumParkkm","SumReskm","SumIndkm","ISPH1116","OPDbPC60Less","Pop2016","Pop2011","STDMulti","SUMOneway","BikeClass01","BikeClass02","BikeClass03","BikeClassAll","AG112","AG117","AG012","AG017","NbrRaisedCrosswalk","SpeedHumpkm","NbrTrafficCircles","NbrMidBlockNarrowings","NbrCurbExtension","NbrDiverter","NbrCrosswalk","NbrFlashingCrosswalk","NbrSpeedActivatedSign","active_t_prop","city","pop_den","child_den","road_den","multihome_den","immigrant_den","density_intersections","proportion_industrial_area","density_pre_1960_houses","proportion_government_area","proportion_commercial_area","density_major_roads","density_bicycle_class","density_curb_extensions","myid","active_t"
"393",0.285318238275449,0,1,0,0,1,6,15,0.065,NA,0,0.166666666666667,0,0.166666666666667,1,0.5,1,1,1,0.833333333333333,0,0.833333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,1,0.166666666666667,0,0,1,0.333333333333333,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0,239,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,2019,"SUR",95,2,0,1,9.440539392,5.030145647,22.94471253,15.21689587,43.19175405,NA,NA,5.807404454,0.045231866,3.500681616,0.028421754,228.5814186,141.1615449,5097.476946,3843.669579,439.7338679,NA,0,3.576034007,8.749297421,12.32533143,670.7489237,972.1609865,706.2477355,1007.659798,0,0.448679248,1,0,0,0,0,0,0,0.331081081081081,"Toronto",539.956112075508,106.737523795928,4.57513625615514,46.5793160370301,24.2127498343688,10.0629843333426,0.00301060700240125,14.9526991031489,NA,NA,1.61186720780964,1.3055749166668,0,"TOR198",140
"394",0.480497721984227,0,1,1,0,1,7,78,0.09,NA,0,0.428571428571429,0,0.428571428571429,0,0.428571428571429,1,1,0,0.142857142857143,0,0.285714285714286,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0.428571428571429,1,0.142857142857143,1,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0,0,1,0.571428571428571,463,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,2019,"SUR",49,0,0,1,0.956756366,1.409551454,10.99270316,2.135616733,14.53787135,0.032980952,0.020826695,0.031522161,0.025970509,0.845456043,NA,184.9690041,290.6459377,3597.624605,3478.285185,600.7709752,NA,1.090836699,0.801709784,0.389712015,2.282258498,440.5909804,666.2778093,473.1002042,698.7870332,0,NA,0,0,0,0,0,0,0,0.498452012383901,"Toronto",3760.23064266708,730.370926217595,15.1949564869684,627.924722060328,193.329264035438,51.2147101825503,NA,303.782601327369,0.0217680234384769,0.0344716305760123,2.23214269472653,2.38541239870883,0,"TOR206",227
"395",0.480497721984227,1,1,1,1,1,4,55,0.157,NA,0,1,1,1,1,0.75,1,1,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,1,0.75,1,0.25,1,0.5,0,0,0,0,1,0.5,0,0,1,0.5,589,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2019,"SUR",62,10,0,3,1.353617501,NA,6.005771397,8.050994213,NA,0.044500132,0.093656371,0.318245444,NA,0.896792749,0.00042277,297.1867994,67.89577129,3772.721664,2929.95724,938.4126741,NA,0,1.749227383,2.708989848,4.458217231,411.9812927,566.721666,451.0818708,605.8222441,0,NA,0,0,0,0,0,0,0,0.262135922330097,"Toronto",2787.14013464872,447.557928035388,NA,693.26281124966,219.550056925572,45.8031903061218,0.000312326044608373,50.1587569899482,0.0691896868434475,0.0328749679781216,5.94776161437942,3.29355761705684,0,"TOR21",225
"396",0.480497721984227,0,1,0,0,1,5,25,0.084,NA,0,0.4,0,0.4,0,0.4,0,1,1,0.6,0,0.6,0,0.2,0,0.2,0,0.2,0,0.2,0,0,1,0.4,0,0,0,0.2,0,0,0,0,1,0.6,0,0.2,0,0,686,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,3,2019,"SUR",72,0,0,1,2.197724345,NA,13.96846675,4.495089892,NA,NA,NA,0.366516486,0.282841829,1.548366007,NA,568.4088107,3.024870712,7627.537044,7238.613393,1267.991479,NA,0,0.87824429,1.264034448,2.142278737,1129.842803,1579.409305,1218.651034,1668.217536,0,NA,0,0,0,0,0,0,0,0.485207100591716,"Toronto",3470.65229602305,759.065867289194,NA,576.956560491666,258.635170508611,32.7611604994074,NA,1.37636492896929,NA,NA,2.04533835293161,0.974771354685066,0,"TOR220",38
"399",0.480497721984227,1,1,0,0,1,6,47,0.141,NA,0,0.833333333333333,0,0.833333333333333,0,0,1,1,0,0.333333333333333,0,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,0,0,0,0,0,0,1,0.5,1,0.666666666666667,0,0.333333333333333,0,0,415,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,2019,"SUR",118,2,0,2,3.16567403,3.684090181,23.89756286,6.160865791,33.74251883,NA,0.063925564,0.420632912,0.186051647,2.420393677,0.074308242,212.9025846,453.6860564,5713.846833,5538.202347,757.9154046,NA,0.99133182,0,1.840464421,2.831796241,712.2214921,1054.554298,762.2133483,1104.546154,0,0.202547392,0,0,0,0,0,0,0,0.653658536585366,"Toronto",1804.93846771709,348.913420501478,10.6588734374524,239.416755299976,67.2534766948194,37.274842223727,0.0234731186141739,143.314204842499,0.0201933501030743,NA,1.94614661289053,0.894531848245917,0,"TOR225",65
"400",0.480497721984227,0,1,1,0,1,4,54,0.131,NA,0,0.5,0,0.5,0,0,0,1,1,0.75,0,0.75,0,0.25,0,0.25,0,0.25,0,0.25,1,0.25,1,0.25,1,0.25,0,0,0,0,0,0,1,0.5,0,0.25,0,0,355,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2019,"SUR",58,2,0,1,0.810521981,NA,5.974093951,4.899119496,NA,NA,0.029996416,0.018878179,0.070692251,0.690955149,NA,271.1435446,39.84220055,3815.369513,3883.378218,424.4653373,NA,0,0,1.843577141,1.843577141,578.0494878,890.0286165,605.6068028,917.5859316,2,NA,0,0,0,0,0,0,0,0.653465346534653,"Toronto",4707.29924966711,1132.09259355053,NA,523.693801340596,334.529538934244,71.5588242633977,NA,49.1562246107672,0.0370087631219961,NA,6.0444005355112,2.27455539049718,0,"TOR273",56
"402",0.59793070477151,0,1,0,1,1,3,54,0.063,NA,1,1,1,1,1,1,1,1,0,0,0,0,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,0,0,1,0.333333333333333,0,0,1,0.666666666666667,0,0,0,0,1,1,1,1,0,0,664,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,2019,"SUR",157,4,0,1,1.149459585,NA,20.34422269,2.793241718,NA,NA,NA,0.078831812,NA,1.056717037,0.013910709,224.9267669,5.457147634,6481.610128,2786.310744,644.6564396,NA,0,0.624385852,2.623344062,3.247729914,1267.284156,1712.805932,1382.616072,1828.137848,0,2.166268456,5,0,0,0,0,0,0,0.628070175438596,"Toronto",5638.83255451735,1590.43247092502,NA,560.834367743343,195.680448303887,136.585924419431,0.0121019557203484,4.74757677887387,NA,NA,2.43004778458566,2.82544071699572,0,"TOR276",93
"403",0.480497721984227,0,1,0,1,1,4,33,0.144,NA,0,0.75,0,0.75,0,0,1,1,0,0.25,0,0.75,0,0.25,0,0.25,0,0.25,1,0.5,1,0.25,1,0.25,0,0,1,0.25,0,0,1,0.5,0,0.25,1,0.75,1,0.25,644,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2019,"SUR",119,6,0,2,3.190666421,NA,18.71690537,7.95557039,NA,0.035367127,0.051099456,1.012393255,0.041808634,2.001752065,0.048245848,645.0247437,66.51287351,6920.590956,6723.118231,1110.854209,NA,0,3.311738847,2.496944783,5.808683631,952.4747812,1443.391088,1026.957193,1517.8735,2,2.14567692,1,0,0,0,0,0,0,0.568965517241379,"Toronto",2169.01112270802,475.72303077809,NA,348.157426200588,202.159880912227,37.296283690698,0.0151209313773638,20.8460756261552,0.016015292499297,0.0110845579993021,2.49338832089712,1.82052363505285,0,"TOR278",81
"405",0.480497721984227,0,1,0,0,1,3,39,0.116,NA,0,1,1,1,0,0.333333333333333,0,1,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,281,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,2019,"SUR",37,2,0,2,0.838089371,NA,5.615188517,2.501431427,NA,0.015037202,NA,0.175462298,NA,0.647589874,NA,202.7715616,28.9461574,3517.623787,3502.152913,751.8154987,NA,0,0.325854389,2.007866801,2.33372119,509.4227594,779.5037044,531.9993231,802.080268,0,NA,0,0,0,0,0,0,0,0.641860465116279,"Toronto",4197.19412835746,957.034292229438,NA,897.058863546904,241.945034284416,44.1480363315573,NA,34.5382705014642,NA,0.0179422416275937,2.98468339243501,2.78457318604987,0,"TOR296",84
"406",0.480497721984227,0,1,0,0,1,2,42,0.093,NA,0,0.5,0,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,1,0.5,1,0.5,0,0,321,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2019,"SUR",134,4,0,1,2.511753485,NA,20.65729986,5.94562836,NA,NA,0.036790369,0.712906547,0.023449241,1.615934717,NA,197.9706346,149.4454034,4110.186465,4079.866419,196.9050722,NA,1.333539557,0.981435014,2.095634676,4.410609246,454.7893242,765.3387107,484.7217485,795.271135,0,0.255944392,0,0,0,0,0,0,0,0.514814814814815,"Toronto",1636.38131271469,316.619899106062,NA,78.3934702891435,78.817700774485,53.3491844642549,NA,59.4984357710566,0.0146472849424553,NA,2.36712256816078,1.75598810645225,0,"TOR333",228
"408",0.59793070477151,0,1,1,0,1,5,56,0.105,NA,0,0.4,0,0.6,0,0.2,0,0.8,1,1,1,1,0,0.4,0,0.4,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,1,0.4,356,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,3,2019,"SUR",51,4,0,1,0.914948386,NA,8.763883129,3.017179024,NA,NA,NA,0.05556605,NA,0.858672718,NA,500.4603125,57.7490875,5676.213711,5554.759838,1052.796645,NA,0,0.875805723,0.791985646,1.667791368,848.9975644,1225.425278,916.8514106,1293.279124,1,NA,0,0,0,0,0,0,0,0.515625,"Toronto",6203.86220452877,1413.49954138287,NA,1150.66233364556,546.982015770232,55.7408491892788,NA,63.1173171991365,NA,NA,3.29764943046744,1.82282562986017,0,"TOR339",46
"409",0.59793070477151,1,1,0,0,1,6,68,0.242,NA,0,0.5,0,0.666666666666667,0,0.166666666666667,1,1,1,0.666666666666667,0,0.833333333333333,0,0.333333333333333,0,0.333333333333333,0,0.333333333333333,1,0.5,0,0,1,0.833333333333333,1,0.166666666666667,0,0,0,0,1,0.5,1,0.833333333333333,0,0,1,0.333333333333333,450,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,2019,"SUR",80,13,0,2,1.187345953,NA,8.702754431,8.174875457,NA,NA,0.124343155,0.015358986,0.031668528,0.923807547,0.092167715,491.4796761,298.726391,5981.61767,4798.402322,2002.458523,NA,0.46878813,0.592556841,3.422451437,4.483796408,704.9155635,983.5616398,780.6302258,1059.276302,0,NA,2,0,0,0,0,0,0,0.561224489795918,"Toronto",5037.80524529231,892.137880559231,NA,1686.49964059801,413.931318718193,67.3771614733419,0.0776249877022994,251.591703534446,0.104723610406747,NA,6.88499879613436,3.77631843244258,0,"TOR349",53
"410",0.731884090044019,0,1,1,0,0,5,67,0.253,4,0,0.8,1,1,1,1,1,1,1,0.8,1,1,1,0.6,0,0.4,0,0,1,0.6,1,0.2,1,0.2,1,0.2,1,0.6,0,0,0,0.2,0,0.2,1,0.8,0,0,710,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,4,2018,"TOR",41,7,1,2,0.886617366,NA,4.803263129,3.148890063,NA,3.4524e-06,0.112237426,0.019817874,0.038249824,0.675376544,0.040932249,1074.551194,477.4463533,7675.352188,7336.183823,1868.892122,0.645878699,0,0,0,0,1547.73281,2117.999236,1657.577662,2227.844087,0,NA,0,0,0,0,0,2,0,0.682182985553772,"Surrey",8656.89358491541,2512.74582749375,NA,2107.89027337865,1211.96723096895,46.243172728471,0.0461667575773606,538.50327278611,0.126590601880902,3.89390072018959e-06,3.55157724600671,0,0,"TOR37",133
"411",0.59793070477151,0,1,0,0,1,4,48,0.165,2,0,0.75,1,1,1,0.5,1,0.5,0,0,0,0,1,1,1,1,0,0,1,0.5,0,0,1,0.5,0,0,1,0.25,0,0,0,0,1,0.5,0,0,0,0,450,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,2018,"TOR",128,15,5,14,2.957803496,NA,21.93345524,9.044574264,NA,0.261495866,0.326353949,0.012685622,0.432363853,1.860417487,0.064486729,2439.823608,1279.65024,16017.39612,15175.83225,3884.865016,0.465219379,0.344253351,2.682097402,0,3.026350753,1474.05277,2240.850516,1602.08502,2368.882766,0,0.015620557,0,0,0,0,4,2,0,0.613545816733068,"Surrey",5415.30096291427,800.892543809476,NA,1313.42904329301,824.876842325566,43.2753562476687,0.0218022357087646,432.63531256574,0.110336589107879,0.0884088028003332,3.05786854205544,1.02317505442559,0,"TOR4",73
"412",0.731884090044019,0,1,0,1,0,3,78,0.212,4,1,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,0,0.333333333333333,1,0.333333333333333,0,0,1,0.666666666666667,0,0,0,0,1,0.666666666666667,1,0.666666666666667,0,0.333333333333333,1,0.333333333333333,497,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,4,2018,"TOR",48,5,1,1,1.079863774,NA,9.491594219,1.917145139,NA,NA,0.02577779,0.003167111,0.208265855,0.792599054,0.050053956,795.7769342,1583.238888,8224.454152,8112.001184,2302.172829,NA,0,1.067349399,1.012226894,2.079576293,1117.63974,1615.855259,1217.176311,1715.391831,0,0.379786588,0,0,0,0,1,3,0,0.796052631578947,"Surrey",7616.19599621832,1588.52613848309,NA,2131.91041724861,736.923446605034,44.450051159879,0.0463521021865486,1466.14686603979,0.0238713350893462,NA,1.77535832311382,1.9257765128067,0,"TOR411",126
"413",0.731884090044019,0,1,0,0,1,4,88,0.076,3,1,1,1,1,1,1,1,1,0,0,0,0.5,1,1,1,0.75,0,0,1,1,0,0,1,0.25,0,0,1,0.25,1,0.25,1,0.75,1,0.75,0,0,0,0,361,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,5,2018,"TOR",126,23,5,2,1.220479145,NA,13.00225164,7.408806466,NA,0.029087207,0.041974883,0.050458937,0.100474561,0.822609435,0.174620538,174.0298449,2036.473515,9014.418094,8341.13938,2759.668499,3.269609535,0,0.656348419,1.970541722,2.626890141,843.4032001,1180.058994,906.6656005,1243.321394,0,2.795148618,0,0,1,0,4,4,0,0.784037558685446,"Surrey",7385.96651235691,1018.71580443925,NA,2261.13531747402,142.591412244082,103.238142590302,0.143075396835232,1668.58526288051,0.0343921345743274,0.0238326128874574,6.07040808222905,2.15234332496521,0.819350338018271,"TOR42",133
"414",0.731884090044019,0,1,1,1,0,3,54,0.144,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.333333333333333,0,0,1,1,0,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,0,0.333333333333333,0,0,0,0,487,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,3,2018,"TOR",52,5,0,1,1.00070176,NA,8.443028879,3.557091693,NA,0.066126626,0.047945461,0.004166847,0.090981751,0.791481065,NA,720.9178896,1124.138407,6828.059471,6640.991621,1260.419024,0.211903774,0,0.750277835,0,0.750277835,955.1931833,1365.385502,1018.38601,1428.578329,0,NA,0,0,0,0,0,0,0,0.634204275534442,"Surrey",6823.27117222218,1427.5765129063,NA,1259.53513262533,720.412333041165,51.9635340703308,NA,1123.35008484446,0.0479118383882926,0.0660802535212889,3.5545972188557,0.749751689254549,0,"TOR427",116
"415",0.731884090044019,0,0,0,0,1,4,88,0.121,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.5,0,0,0,0,1,0.25,0,0,1,0.75,1,0.5,1,0.75,1,1,1,1,448,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,5,2018,"TOR",132,12,2,2,0.711413537,NA,12.44618634,2.862565942,NA,NA,0.029793649,0.023136658,0.002711826,0.462468516,0.193302886,498.2959789,1809.844863,12947.18111,8382.115122,5804.423534,5.253911468,0.872573794,0,0.240327292,1.112901086,791.9338805,1057.869588,876.2502935,1142.186001,0,1.082986047,0,0,0,0,1,2,0,0.799256505576208,"Surrey",18199.2335493048,1605.516259666,NA,8159.0006826086,700.430836614794,185.546089770288,0.271716626050089,2544.0124047007,0.0418795081207458,NA,4.02377210036137,1.56435185460914,0,"TOR441",59
"416",0.731884090044019,0,0,0,1,0,4,91,0.203,4,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0.75,0,0,1,0.5,0,0,1,0.5,1,0.25,1,0.5,0,0,1,0.25,1,0.5,1,1,1,1,758,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,4,2018,"TOR",136,13,5,8,1.902857089,NA,18.904279,6.047282658,NA,NA,0.047692478,0.004535539,0.198102549,1.648652397,0.003874135,269.312265,2381.345441,9328.117561,9187.437725,1292.193384,1.088622595,1.903419366,0,0,1.903419366,1546.952469,2195.430489,1635.887945,2284.365964,0,0.359811234,0,0,0,0,5,1,0,0.784263959390863,"Surrey",4902.16402215584,1200.49265770163,NA,679.080626427432,141.530473600375,71.4714734943503,0.00203595688945614,1251.45784975973,0.0250636152739477,NA,3.17800148679479,1.00029549092428,0,"TOR444",93
"418",0.731884090044019,0,1,0,1,1,2,46,0.049,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,0,0,0,0,0,0,1,0.5,1,1,1,1,680,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,3,2018,"TOR",97,10,1,7,1.820537638,0.411848915,15.65393337,6.351842259,22.41762454,0.036640485,0.243102636,0.040408853,0.198403697,1.204355411,0.097626569,346.1104433,1064.220435,8912.323536,8628.89641,2193.255355,2.840810121,0,0,0,0,1030.632596,1430.900499,1121.05752,1521.325423,0,NA,0,0,0,0,0,4,2,0.634408602150538,"Surrey",4895.43492536132,835.646235071137,12.3137385748462,1204.72947618345,190.114412399751,53.2809638072421,0.0536251308197343,584.563819383118,0.133533430414032,0.0201261892285031,3.48899255166072,0,0,"TOR449",150
"419",0.59793070477151,1,1,1,0,0,2,62,0.199,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,1,0.5,0,0,1,0.5,1,0.5,1,1,0,0,1,1,1,0.5,1,0.5,1,0.5,888,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,4,2018,"TOR",73,16,2,5,2.409082758,5.081327684,4.567467139,13.05713423,22.70592905,0.010913906,0.141875675,0.25542905,0.720521473,0.328420206,0.922528858,1919.760659,768.8034549,20404.74353,18510.50935,7691.911587,13.49761189,0,1.886315598,0,1.886315598,2672.707972,3740.533258,2903.820478,3971.645764,0,NA,0,0,0,0,0,3,0,0.772043010752688,"Surrey",8469.92219849676,1648.61325365893,9.42513451420418,3192.87976365983,796.884479217214,30.3019893183761,0.382937802753557,319.127042168636,0.0588919888820191,0.00453031593196932,5.41996084885018,0.783001576735373,0,"TOR452",169
"420",0.480497721984227,0,1,0,0,0,4,77,0.09,3,1,1,1,1,1,0.5,1,0.75,0,0,0,0,1,0.75,1,0.75,0,0,1,0.75,1,0.25,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,153,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,4,2018,"TOR",129,12,1,2,2.632192252,1.984347505,15.44417041,13.14315953,30.57167745,NA,0.06831336,0.564806702,0.090583498,0.874450081,1.03403858,248.8511497,744.5521968,6017.861585,5050.663075,1315.11956,8.54112767,0,0.110197908,0.764484378,0.874682286,644.1977003,859.8163037,726.9138497,942.5324531,0,NA,0,0,0,0,1,2,0,0.652542372881356,"Surrey",2286.25457750189,358.078879832521,11.6145305977445,499.628991385695,94.5414034673635,49.0085782685451,0.392843106051358,282.863911720078,0.0259530282972659,NA,4.99323691877504,0.332301823825899,0,"TOR459",121
"421",0.731884090044019,0,1,0,0,1,4,94,0.09,3,1,1,1,1,1,1,1,1,1,0.5,0,0.5,1,0.75,1,0.75,1,0.75,1,0.5,1,0.25,1,0.25,0,0,0,0,1,0.25,1,1,1,0.75,1,0.5,1,0.25,331,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,5,2018,"TOR",111,10,4,2,0.685752109,NA,8.905710695,4.615040782,NA,NA,0.12571421,0.030465712,0.122249504,0.363550174,0.043772496,210.3090273,1347.253102,7659.74031,6410.558013,2950.699966,4.623807479,1.120156777,0.826638132,0.086230608,2.033025517,589.810415,739.7113447,668.4242249,818.3251545,0,1.268529898,0,0,0,0,4,0,0,0.760416666666667,"Surrey",11169.8385020935,1193.32502774702,NA,4302.86677543415,306.683748456397,161.866071636099,0.0638313691281699,1964.63573982242,0.183323111004825,NA,6.72989659299757,2.96466535110576,0,"TOR460",168
"422",0.59793070477151,0,1,1,1,0,4,58,0.222,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.5,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,0,0,1,0.5,0,0.25,1,0.75,0,0,549,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,2018,"TOR",43,7,0,1,0.857196129,2.885555436,2.950164252,6.438935868,12.27465556,NA,5.32639e-06,0.127127563,0.062991467,0.336621493,0.330450285,595.3049984,297.457281,5960.356144,6111.338055,1725.61334,6.078100516,0,0,0,0,981.8030842,1310.152941,1043.769338,1372.119195,0,NA,0,0,0,0,0,0,0,0.570743405275779,"Surrey",6953.31668255819,1600.70624280666,14.3195415200014,2013.0904487554,694.479335895368,50.163548977016,0.385501373396893,347.011927535198,6.21373547989972e-06,NA,7.51162499475076,0,0,"TOR461",288
"423",0.480497721984227,0,1,0,0,0,6,60,0.145,2,1,1,1,1,0,0.333333333333333,1,0.833333333333333,0,0,0,0,0,0.333333333333333,0,0.166666666666667,0,0,1,0.833333333333333,0,0,0,0,1,0.166666666666667,1,0.666666666666667,0,0,1,0.666666666666667,0,0.333333333333333,0,0,0,0,184,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,2018,"TOR",49,10,3,3,3.36966275,NA,10.41034452,5.83553179,NA,0.044442525,1.019927351,0.842412631,0.817316023,0.287494423,0.358069799,684.060449,470.9096365,5252.583753,5460.617076,1253.976379,1.378031932,0,2.225149889,0,2.225149889,678.5537082,990.9847235,744.1585882,1056.589604,0,NA,0,0,0,0,2,0,0,0.716417910447761,"Surrey",1558.78618802431,313.559451609809,NA,372.137057039314,203.005612060139,14.5415145773861,0.106262800038372,139.749782526456,0.30267935596819,0.0131890127580275,1.73178511410378,0.660347949954339,0,"TOR48",200
"424",0.731884090044019,0,1,0,0,0,4,72,0.116,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.25,0,0,0,0,1,0.25,0,0,0,0,1,0.25,1,0.75,1,0.5,0,0,314,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,4,2018,"TOR",53,6,2,1,0.50193856,NA,7.183646088,1.618831738,NA,2.59575e-05,0.033150131,0.002797494,0.00612892,0.459836059,NA,300.9287312,758.729663,4538.080811,4526.869461,711.0396202,2.76370677,0,0,0.022628273,0.022628273,576.0601533,853.7576649,631.3708414,909.068353,0,0.183215099,0,0,0,0,1,2,0,0.779310344827586,"Surrey",9041.10816072788,1811.11479659981,NA,1416.58696275496,599.53300101112,105.59061252437,NA,1511.59867653922,0.0660442007085489,5.1714496690591e-05,3.22515914696811,0.04508175861205,0,"TOR49",102
"425",0.731884090044019,0,1,0,0,1,4,84,0.16,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0.25,1,0.75,1,1,0,0,325,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,5,2018,"TOR",127,11,4,2,0.788974482,NA,11.28801358,3.204897669,NA,NA,0.026583749,0.046242172,0.205866651,0.485171345,0.003175834,291.9522068,2017.948028,6897.785111,7204.554011,2211.878104,3.974609241,1.423679938,1.603432144,0.266351395,3.293463478,791.3264553,1126.094013,855.6899625,1190.45752,0,2.977866543,0,2,4,0,4,2,0,0.903930131004367,"Surrey",8742.72269682862,1508.86694964109,NA,2803.48497253426,370.04011341396,160.968450688117,0.00402526833561139,2557.68478453781,0.0336940542520614,NA,4.06210560939283,4.17435994843747,5.06987246261787,"TOR505",143
